层,录波,方向,接口,最小值,最大值,变化次数,变化时刻_s,取值摘要,电压电流相关
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch41_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch41_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch41.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch42.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch43.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch44.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch45.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch46.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch47.Valid,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48_PWM_In_Frequency,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48_PWM_In_Period,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48_PWM_In_Duty_Ratio,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48_PWM_In_Amplitude,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48_Support_Features,0,0,0,,{0},否
env,present,输出,env_1_Design/PWM Input/OutPort/Y_Ch48.Valid,0,0,0,,{0},否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Runtime(us),4,16,465,"0.200, 0.400, 0.600, 0.800, 1.000, 1.200, 1.400, 1.600, 1.800, 2.000 …",min=4; max=16; distinct=11,否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Runtime_Min(us),3,4,1,2.800,"{3, 4}",否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Runtime_Max(us),26,26,0,,{26},否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Schedule_Interval(us),4844,5143,604,"0.200, 0.400, 0.600, 0.800, 1.000, 1.200, 1.400, 1.600, 1.800, 2.000 …",min=4844; max=5143; distinct=114,否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Schedule_Interval_Min(us),4832,4832,0,,{4832},否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Schedule_Interval_Max(us),5168,5176,1,33.800,"{5168, 5176}",否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Schedule_Count,3690,28650,624,"0.200, 0.400, 0.600, 0.800, 1.000, 1.200, 1.400, 1.600, 1.800, 2.000 …",min=3690; max=28650; distinct=625,否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Activate_Fail_Count,0,0,0,,{0},否
env,present,内部/未标记,env_1_Design/PWM Input/Measurement/Processor,5,15,572,"0.400, 0.600, 0.800, 1.000, 1.200, 1.400, 1.600, 1.800, 2.000, 2.400 …",min=5; max=15; distinct=11,否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch1_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch1_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch1_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch1_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch1_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch2_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch2_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch2_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch2_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch2_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch3_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch3_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch3_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch3_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch3_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch4_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch4_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch4_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch4_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch4_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch5_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch5_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch5_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch5_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch5_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch6_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch6_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch6_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch6_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch6_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch7_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch7_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch7_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch7_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch7_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch8_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch8_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch8_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch8_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch8_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch9_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch9_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch9_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch9_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch9_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch10_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch10_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch10_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch10_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch10_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch11_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch11_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch11_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch11_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch11_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch12_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch12_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch12_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch12_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch12_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch13_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch13_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch13_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch13_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch13_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch14_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch14_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch14_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch14_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch14_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch15_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch15_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch15_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch15_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch15_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch16_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch16_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch16_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch16_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch16_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch17_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch17_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch17_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch17_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch17_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch18_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch18_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch18_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch18_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch18_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch19_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch19_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch19_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch19_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch19_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch20_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch20_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch20_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch20_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch20_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch21_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch21_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch21_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch21_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch21_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch22_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch22_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch22_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch22_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch22_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch23_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch23_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch23_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch23_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch23_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch24_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch24_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch24_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch24_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch24_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch25_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch25_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch25_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch25_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch25_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch26_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch26_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch26_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch26_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch26_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch27_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch27_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch27_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch27_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch27_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch28_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch28_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch28_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch28_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch28_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch29_PWM_Out_Frequency,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch29_PWM_Out_Duty_Ratio,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch29_PWM_Out_Amplitude,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch29_PWM_Out_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch29_PWM_Out_FIU,0,0,0,,{0},否
env,present,输入,env_1_Design/PWM Output/InPort/U_Ch30_PWM_Out_Frequency,0,0,0,,{0},否
env,present,内部/未标记,env_1_Design/PWM Output/Measurement/Processor,5,15,569,"0.333, 0.533, 0.933, 1.133, 1.333, 1.533, 1.733, 1.933, 2.133, 2.333 …",min=5; max=15; distinct=11,否
env,present,输入,env_1_Design/Relay/InPort/U_Ch1_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch1_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch2_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch2_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch3_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch3_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch4_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch4_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch5_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch5_Relay_OutValue,2,2,0,,{2},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch6_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch6_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch7_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch7_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch8_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch8_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch9_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch9_Relay_OutValue,0,2,2,"16.933, 20.533","{0, 2}",否
env,present,输入,env_1_Design/Relay/InPort/U_Ch10_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch10_Relay_OutValue,0,2,2,"16.933, 20.533","{0, 2}",否
env,present,输入,env_1_Design/Relay/InPort/U_Ch11_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch11_Relay_OutValue,0,2,2,"16.933, 20.533","{0, 2}",否
env,present,输入,env_1_Design/Relay/InPort/U_Ch12_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch12_Relay_OutValue,0,2,2,"16.933, 20.533","{0, 2}",否
env,present,输入,env_1_Design/Relay/InPort/U_Ch13_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch13_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch14_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch14_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch15_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch15_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch16_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch16_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch17_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch17_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch18_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch18_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch19_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch19_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch20_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch20_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch21_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch21_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch22_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch22_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch23_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch23_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch24_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch24_Relay_OutValue,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch25_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch25_Relay_OutValue,1,2,1,17.133,"{1, 2}",否
env,present,输入,env_1_Design/Relay/InPort/U_Ch26_Enable,0,0,0,,{0},否
env,present,输入,env_1_Design/Relay/InPort/U_Ch26_Relay_OutValue,0,0,0,,{0},否
